patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,function,function_loc,edit_words,edit_feature,check,variable,ddg_codes,ddg_locs
git-2.0.0_diff_git-2.0.1,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.0/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_15.cpp,-3322,8,-1,3329,,"die(_(""--follow requires exactly one pathspec""));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_10.cpp,106,"[[], [u'die', u'_', u'follow', u'requires', u'exactly', u'one', u'pathspec']]",[-1733342604568160018],"[""DIFF_OPT_TST_ret"", ""_arg_ret"", null, null]","[""__ret""]",set([]),set([])
git-2.0.0_diff_git-2.0.1,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.0/revision.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/revision.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_17.cpp,-1645,9,-1,1654,,"die(""'%s': not a non-negative integer"", arg + 1);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_11.cpp,32,"[[], [u'die', u'%s', u'not', u'a', u'non', u'negative', u'integer', u'arg', u'1']]",[8782070273656897294],"[""strtol_i_ret"", ""_arg_ret"", null]","[""_arg""]",set([]),set([])
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_25.cpp,-783,7,-1,789,,"die(""BUG: parse_object_buffer transmogrified our buffer"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_12.cpp,75,"[[], [u'die', u'BUG', u'parse_object_buffer', u'transmogrified', u'our', u'buffer']]",[1997447674422704716],"[""detach_commit_buffer_ret"", ""_arg_ret""]",[],set([]),set([])
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_31.cpp,-244,36,-1,277,,"die(""cannot read commit object %s"",
			    sha1_to_hex(commit->object.sha1));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_13.cpp,8,"[[], [u'die', u'cannot', u'read', u'commit', u'object', u'%s', u'sha1_to_hex', u'commit', u'object', u'sha1']]",[-14561904187827742147],"[""_ret""]","[""sha1_to_hex_ret""]",set([]),set([])
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_31.cpp,-244,39,-1,280,,"die(""expected commit for %s, got %s"",
			    sha1_to_hex(commit->object.sha1), typename(type));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_14.cpp,11,"[[], [u'die', u'expected', u'commit', u'for', u'%s', u'got', u'%s', u'sha1_to_hex', u'commit', u'object', u'sha1', u'typename', u'type']]",[1182938276743572345],"[""_arg"", null]","[""sha1_to_hex_ret"", ""_arg""]",set([]),set([])
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_39.cpp,22,13,624,615,"die(""Cannot read commit object %s"",
			    sha1_to_hex(commit->object.sha1));","get_commit_buffer(commit, NULL);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_15.cpp,16,"[[u'die', u'Cannot', u'read', u'object', u'%s', u'sha1_to_hex', u'commit', u'object', u'sha1'], [u'get_commit_buffer', u'NULL']]",[19895835160448252999],"[""_ret""]","[""sha1_to_hex_ret""]",set([]),set([])
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_39.cpp,25,-603,627,-1,"die(""Expected commit for '%s', got %s"",
			    sha1_to_hex(commit->object.sha1), typename(type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_16.cpp,19,"[[u'die', u'Expected', u'commit', u'for', u'%s', u'got', u'%s', u'sha1_to_hex', u'commit', u'object', u'sha1', u'typename', u'type'], []]",[-1182938276743572345],"[""_arg_ret"", null]","[""sha1_to_hex_ret"", ""_arg_ret""]",set([]),set([])
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/blob.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/blob.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_48.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_48.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_48.cpp,10,7,13,10,"error(""Object %s is a %s, not a blob"",
		      sha1_to_hex(sha1), typename(obj->type));","object_as_type(obj, OBJ_BLOB, 0);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_17.cpp,8,"[[u'error', u'Object', u'%s', u'is', u'a', u'%s', u'not', u'a', u'blob', u'sha1_to_hex', u'sha1', u'typename', u'type'], [u'object_as_type', u'OBJ_BLOB', u'0']]",[-14929104751250907892],"[""_ret"", null, null]","[""sha1_to_hex_ret"", null, null]",set([]),set([])
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_50.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_50.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_50.cpp,12,-15,26,-1,"error(""Object %s is a %s, not a commit"",
			      sha1_to_hex(sha1), typename(obj->type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_18.cpp,6,"[[u'error', u'Object', u'%s', u'is', u'a', u'%s', u'not', u'a', u'commit', u'sha1_to_hex', u'sha1', u'typename', u'obj', u'type'], []]",[-16814304842581777789],"[""""]","[""sha1_to_hex_ret"", "" struct object"", null]",set([]),set([])
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/object.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/object.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_51.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_51.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_51.cpp,-138,35,-1,172,,"error(""object %s is a %s, not a %s"",
			      sha1_to_hex(obj->sha1),
			      typename(obj->type), typename(type));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_19.cpp,12,"[[], [u'error', u'object', u'%s', u'is', u'a', u'%s', u'not', u'a', u'%s', u'sha1_to_hex', u'obj', u'sha1', u'typename', u'obj', u'type', u'typename', u'type']]",[20516259860353638003],"[""""]","[""sha1_to_hex_ret"", "" struct object"", ""_arg"", "" enum object_type""]",set([]),set([])
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_53.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_53.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_53.cpp,10,7,46,43,"error(""Object %s is a %s, not a tag"",
		      sha1_to_hex(sha1), typename(obj->type));","object_as_type(obj, OBJ_TAG, 0);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_20.cpp,8,"[[u'error', u'Object', u'%s', u'is', u'a', u'%s', u'not', u'a', u'tag', u'sha1_to_hex', u'sha1', u'typename', u'type'], [u'object_as_type', u'OBJ_TAG', u'0']]",[-14181359805067725812],"[""_ret"", null, null]","[""sha1_to_hex_ret"", null, null]",set([]),set([])
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/tree.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/tree.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_54.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_54.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_54.cpp,10,7,189,186,"error(""Object %s is a %s, not a tree"",
		      sha1_to_hex(sha1), typename(obj->type));","object_as_type(obj, OBJ_TREE, 0);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_21.cpp,8,"[[u'error', u'Object', u'%s', u'is', u'a', u'%s', u'not', u'a', u'tree', u'sha1_to_hex', u'sha1', u'typename', u'type'], [u'object_as_type', u'OBJ_TREE', u'0']]",[-15477512731404073564],"[""_ret"", null, null]","[""sha1_to_hex_ret"", null, null]",set([]),set([])
git-2.0.5_diff_git-2.1.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.5/advice.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.0/advice.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_55.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_55.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_55.cpp,21,24,78,81,"error(""'%s' is not possible because you have unmerged files."", me);","error(""%s is not possible because you have unmerged files."", me);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_22.cpp,2,"[[], []]",[0],[],"[""""]",set([]),set([])
